label,rho0,eta_istdp,tau_istdp,ee_plasticity,epoch,pr_exec,pr_prep,ortho_deg,jpca_above_shuffle
rho5_eta2_tau40_eeon,5.0,2e-12,0.04,True,100,43.209553971445125,26.139355034131096,52.89006408228226,-0.053046262192984944
rho5_eta4_tau10_eeoff,5.0,4e-12,0.01,False,0,29.10725642029109,11.81523635490942,58.06359303321954,-0.03751282915221728
rho5_eta4_tau10_eeoff,5.0,4e-12,0.01,False,50,41.217235551686024,15.982877635779932,59.35489984158499,-0.04901735198536708
rho5_eta4_tau10_eeoff,5.0,4e-12,0.01,False,100,45.028142031830484,17.09425214222184,61.14989686382969,-0.05957106804069706
rho5_eta4_tau10_eeon,5.0,4e-12,0.01,True,0,29.10725642029109,11.81523635490942,58.06359303321954,-0.03751282915221728
rho5_eta4_tau10_eeon,5.0,4e-12,0.01,True,50,42.31589266385501,16.074039846817033,58.08812030959939,-0.008611244956601191
rho5_eta4_tau10_eeon,5.0,4e-12,0.01,True,100,43.17331969324285,16.912084535969033,61.6279525892221,-0.05466390778708939
rho5_eta4_tau20_eeoff,5.0,4e-12,0.02,False,0,36.72775078553722,16.674043836159015,51.50073918135996,-0.04270100381150463
rho5_eta4_tau20_eeoff,5.0,4e-12,0.02,False,50,36.1630004015578,22.077070808515675,48.447569297672175,-0.0591331474274607
rho5_eta4_tau20_eeoff,5.0,4e-12,0.02,False,100,38.66963808900299,22.588777357062728,51.698757447506736,-0.024884513631350635
rho5_eta4_tau20_eeon,5.0,4e-12,0.02,True,0,36.72775078553722,16.674043836159015,51.50073918135996,-0.04270100381150463
rho5_eta4_tau20_eeon,5.0,4e-12,0.02,True,50,35.59481203421298,22.290787434590776,49.435680267918926,-0.04246068945901622
rho5_eta4_tau20_eeon,5.0,4e-12,0.02,True,100,42.51962744072529,22.80607346425292,53.118236590954616,-0.040432262049408835
rho5_eta4_tau40_eeoff,5.0,4e-12,0.04,False,0,32.66616893533767,23.50269017587419,46.10783754510556,-0.06118031029690127
rho5_eta4_tau40_eeoff,5.0,4e-12,0.04,False,50,36.97391255711413,30.078708514716553,47.178480764288295,-0.028087297811660417
rho5_eta4_tau40_eeoff,5.0,4e-12,0.04,False,100,35.82834173893253,31.439597641277615,49.391993916728104,-0.04673779127526592
rho5_eta4_tau40_eeon,5.0,4e-12,0.04,True,0,32.66616893533767,23.50269017587419,46.10783754510556,-0.06118031029690127
rho5_eta4_tau40_eeon,5.0,4e-12,0.04,True,50,38.65987151353196,30.780993873009432,48.53504767773741,-0.01965128996922602
rho5_eta4_tau40_eeon,5.0,4e-12,0.04,True,100,41.61757001298255,31.774947954356122,50.851383800508735,-0.04892617739668359
rho8_eta0.5_tau10_eeoff,8.0,5e-13,0.01,False,0,13.335258963100504,7.450309680498458,68.55374137730415,0.0016773736015872204
rho8_eta0.5_tau10_eeoff,8.0,5e-13,0.01,False,50,8.703909243268463,8.160257070030202,67.46474547598794,-0.004924645400401655
rho8_eta0.5_tau10_eeoff,8.0,5e-13,0.01,False,100,21.61818768760847,9.187120485798959,69.56021763307906,-0.030762911098274136
rho8_eta0.5_tau10_eeon,8.0,5e-13,0.01,True,0,13.335258963100504,7.450309680498458,68.55374137730415,0.0016773736015872204
rho8_eta0.5_tau10_eeon,8.0,5e-13,0.01,True,50,16.51821065975925,6.896568441709811,69.03950338979372,-0.01284194125573547
rho8_eta0.5_tau10_eeon,8.0,5e-13,0.01,True,100,47.358004380729966,8.657003233484994,72.36280396053438,0.03272021202341735
rho8_eta0.5_tau20_eeoff,8.0,5e-13,0.02,False,0,10.659024939248251,7.394390728964941,61.66839163911407,0.019322118324300773
rho8_eta0.5_tau20_eeoff,8.0,5e-13,0.02,False,50,20.832251766927975,10.391284457587268,62.30126304129998,-0.027487855914340095
rho8_eta0.5_tau20_eeoff,8.0,5e-13,0.02,False,100,26.02790951483735,11.951202868273127,65.46689394732556,-0.0309423927931511
rho8_eta0.5_tau20_eeon,8.0,5e-13,0.02,True,0,10.659024939248251,7.394390728964941,61.66839163911407,0.019322118324300773
rho8_eta0.5_tau20_eeon,8.0,5e-13,0.02,True,50,37.78643494193836,9.980811273924305,62.55829601613007,-0.004471209899662806
rho8_eta0.5_tau20_eeon,8.0,5e-13,0.02,True,100,51.112075492918585,11.60642580461596,72.07279761943839,-0.02352343188866364
rho8_eta0.5_tau40_eeoff,8.0,5e-13,0.04,False,0,14.382137246878006,9.37435195251682,46.587447599370634,-0.009373709033187669
rho8_eta0.5_tau40_eeoff,8.0,5e-13,0.04,False,50,18.163212880799975,13.46725531833435,50.616280003576875,-0.02548940111937624
rho8_eta0.5_tau40_eeoff,8.0,5e-13,0.04,False,100,20.57586059249808,14.789519189750512,51.43847050420416,-0.02288487302690575
rho8_eta0.5_tau40_eeon,8.0,5e-13,0.04,True,0,14.382137246878006,9.37435195251682,46.587447599370634,-0.009373709033187669
rho8_eta0.5_tau40_eeon,8.0,5e-13,0.04,True,50,42.385928520626294,14.160159830780708,52.7330906350331,-0.007285903397194829
rho8_eta0.5_tau40_eeon,8.0,5e-13,0.04,True,100,48.081328925403874,16.983311117426137,63.77416904126783,-0.04601489020903497
rho8_eta1_tau10_eeoff,8.0,1e-12,0.01,False,0,15.475280860498135,8.224288669072081,65.1482436377801,-0.00615811632983837
rho8_eta1_tau10_eeoff,8.0,1e-12,0.01,False,50,22.33321415021566,10.27097220297415,63.22926078333934,-0.02538708614744581
rho8_eta1_tau10_eeoff,8.0,1e-12,0.01,False,100,23.50869922730534,11.525402914053553,68.34433511400425,0.011969724045485387
rho8_eta1_tau10_eeon,8.0,1e-12,0.01,True,0,15.475280860498135,8.224288669072081,65.1482436377801,-0.00615811632983837
rho8_eta1_tau10_eeon,8.0,1e-12,0.01,True,50,32.04124074479862,10.082571321579978,62.006364475488084,-0.03179186456299443
rho8_eta1_tau10_eeon,8.0,1e-12,0.01,True,100,47.99885845954232,11.023733218647264,66.56792541241225,-0.026007958395940098
rho8_eta1_tau20_eeoff,8.0,1e-12,0.02,False,0,14.222976418112422,9.005331997140182,52.1497994357349,0.003272569889790758
rho8_eta1_tau20_eeoff,8.0,1e-12,0.02,False,50,31.950036683830625,12.83292328609122,51.11935962213897,-0.014603811799254983
rho8_eta1_tau20_eeoff,8.0,1e-12,0.02,False,100,28.59583100280528,14.980083228108672,56.341484812084225,-0.017811774631288683
rho8_eta1_tau20_eeon,8.0,1e-12,0.02,True,0,14.222976418112422,9.005331997140182,52.1497994357349,0.003272569889790758
rho8_eta1_tau20_eeon,8.0,1e-12,0.02,True,50,41.84603545456442,13.770530974645398,53.77983306527317,-0.02408320754333583
rho8_eta1_tau20_eeon,8.0,1e-12,0.02,True,100,47.39869345945843,15.658788138301611,64.54377461884567,-0.02905739142355168
rho8_eta1_tau40_eeoff,8.0,1e-12,0.04,False,0,17.742666381994557,9.426403171862589,41.082621602125535,-0.016796882200053084
rho8_eta1_tau40_eeoff,8.0,1e-12,0.04,False,50,25.671911058998553,16.744427428496806,43.04795413478333,-0.013367033488400897
rho8_eta1_tau40_eeoff,8.0,1e-12,0.04,False,100,23.569183350082774,20.152232570561424,45.244693737786626,-0.037715306718520566
rho8_eta1_tau40_eeon,8.0,1e-12,0.04,True,0,17.742666381994557,9.426403171862589,41.082621602125535,-0.016796882200053084
rho8_eta1_tau40_eeon,8.0,1e-12,0.04,True,50,39.63317269637961,20.97444530939737,48.44346783862867,-0.016397031861427644
rho8_eta1_tau40_eeon,8.0,1e-12,0.04,True,100,43.11459292958374,24.14026012834093,55.38425302873111,-0.053370923104553644
rho8_eta2_tau10_eeoff,8.0,2e-12,0.01,False,0,20.770126764022955,9.611277081993311,53.60358196638697,-0.03657725995667636
rho8_eta2_tau10_eeoff,8.0,2e-12,0.01,False,50,28.093499470885202,12.741618988874322,52.89312729678773,-0.022739676175700517
rho8_eta2_tau10_eeoff,8.0,2e-12,0.01,False,100,31.685449801197603,13.949758742580253,57.42019871392655,-0.03332782931873966
rho8_eta2_tau10_eeon,8.0,2e-12,0.01,True,0,20.770126764022955,9.611277081993311,53.60358196638697,-0.03657725995667636
rho8_eta2_tau10_eeon,8.0,2e-12,0.01,True,50,42.23069591247044,13.139706293874152,56.09297735839085,-0.037473761274525265
rho8_eta2_tau10_eeon,8.0,2e-12,0.01,True,100,46.28526294767879,13.54148953358355,59.40614506820354,-0.035438188153865596
rho8_eta2_tau20_eeoff,8.0,2e-12,0.02,False,0,23.587967648378797,10.90970184548684,42.9291181522957,-0.029620648778048
rho8_eta2_tau20_eeoff,8.0,2e-12,0.02,False,50,30.451396658959265,17.49956772525249,44.14076847520401,-0.0270835425680349
rho8_eta2_tau20_eeoff,8.0,2e-12,0.02,False,100,33.920260591219694,19.212579311967612,46.640220365002385,-0.02832714116134391
rho8_eta2_tau20_eeon,8.0,2e-12,0.02,True,0,23.587967648378797,10.90970184548684,42.9291181522957,-0.029620648778048
rho8_eta2_tau20_eeon,8.0,2e-12,0.02,True,50,37.07971844463511,19.562024931872347,47.35871417075266,-0.028894180129313406
rho8_eta2_tau20_eeon,8.0,2e-12,0.02,True,100,40.05365227477805,21.295090889563923,55.42511175937829,-0.03520453090999811
rho8_eta2_tau40_eeoff,8.0,2e-12,0.04,False,0,21.117387276537954,18.133556796595713,36.87445077369521,-0.028314531688046776
rho8_eta2_tau40_eeoff,8.0,2e-12,0.04,False,50,29.50015808666066,19.791873736726213,39.36693469864502,-0.02072794278779625
rho8_eta2_tau40_eeoff,8.0,2e-12,0.04,False,100,23.288686896975676,24.90784196942996,39.93667896324601,-0.051582321719359905
rho8_eta2_tau40_eeon,8.0,2e-12,0.04,True,0,21.117387276537954,18.133556796595713,36.87445077369521,-0.028314531688046776
rho8_eta2_tau40_eeon,8.0,2e-12,0.04,True,50,36.875738404884615,30.62284148580626,48.246328640154225,-0.01518182338340164
rho8_eta2_tau40_eeon,8.0,2e-12,0.04,True,100,39.20183880296017,32.89982309979097,53.53633476682876,-0.07163704330209944
rho8_eta4_tau10_eeoff,8.0,4e-12,0.01,False,0,22.038421673476805,12.76838628793774,44.074356193855785,-0.023172663875325086
rho8_eta4_tau10_eeoff,8.0,4e-12,0.01,False,50,30.23120195318968,16.18446481868216,47.376133462444244,-0.011459122898134624
rho8_eta4_tau10_eeoff,8.0,4e-12,0.01,False,100,28.99269809537328,17.62219060266092,48.5876584684199,-0.03340322151955905
rho8_eta4_tau10_eeon,8.0,4e-12,0.01,True,0,22.038421673476805,12.76838628793774,44.074356193855785,-0.023172663875325086
rho8_eta4_tau10_eeon,8.0,4e-12,0.01,True,50,35.70881179754927,17.746790644440495,48.536206826752,-0.012592515619749
rho8_eta4_tau10_eeon,8.0,4e-12,0.01,True,100,38.26864660864435,18.120222328420837,54.81967930830572,-0.027604588663099096
rho8_eta4_tau20_eeoff,8.0,4e-12,0.02,False,0,19.560586662659816,19.66649264086758,38.64287248242319,-0.013759093279874415
rho8_eta4_tau20_eeoff,8.0,4e-12,0.02,False,50,30.619766520515697,25.790823056785076,43.56317494748125,-0.04063584370706734
rho8_eta4_tau20_eeoff,8.0,4e-12,0.02,False,100,33.519375378166636,24.22677594326298,42.74056097590824,-0.04102112475119672
rho8_eta4_tau20_eeon,8.0,4e-12,0.02,True,0,19.560586662659816,19.66649264086758,38.64287248242319,-0.013759093279874415
rho8_eta4_tau20_eeon,8.0,4e-12,0.02,True,50,34.43195733511944,28.309774090924794,47.65360043460219,-0.014250805687076942
rho8_eta4_tau20_eeon,8.0,4e-12,0.02,True,100,37.44719504022399,29.56843492660082,52.04105557945884,-0.04751571606784635
rho8_eta4_tau40_eeoff,8.0,4e-12,0.04,False,0,30.221612501838685,25.180749841915844,43.13232381214877,-0.02771658029082972
rho8_eta4_tau40_eeoff,8.0,4e-12,0.04,False,50,27.94182041607349,26.46036471494141,43.19990565731345,-0.03487161853383567
rho8_eta4_tau40_eeoff,8.0,4e-12,0.04,False,100,28.795742660445736,28.036446892262898,44.97192678092549,-0.04664136729349218
rho8_eta4_tau40_eeon,8.0,4e-12,0.04,True,0,30.221612501838685,25.180749841915844,43.13232381214877,-0.02771658029082972
rho8_eta4_tau40_eeon,8.0,4e-12,0.04,True,50,39.51948137211459,38.355585739890394,52.40926652504282,-0.047991558912409915
rho8_eta4_tau40_eeon,8.0,4e-12,0.04,True,100,42.48039363941494,40.21568635960388,56.546456470336,-0.09161508773893567
